,Rank_Grupo,Produto,Grupo,Marca,Quantidade,Custo_Total,%_Valor_no_Grupo,Dias,Ult_Compra,Ult_Venda,Faixa_Obsolescencia,Score_Priorizacao,Classificacao_ABC,Acao_Sugerida
216,79,CAP INOX 304/L SOLDA A403 SCH10   1/2 - I.D. PC (16829),CONX - INOX - SOLDA TOPO,IMP.GIDEOLI,38,"R$ 415,13",0.9%,511,19/03/2024,05/11/2024,Obsoleto,2.7%,B (20% do valor),Promover com desconto controlado
1271,79,TE INOX 304/L SCH 10 1.1/4 PC (12177),CONX - INOX - SOLDA TOPO,IMPORTADO,7,"R$ 256,80",0.6%,559,23/04/2019,18/09/2024,Alto,2.7%,B (20% do valor),Campanha comercial agressiva
84,21,AR-CRUZETA 08MM PC (10584),PNHD - PNEUMATICA - CONEXOES,E-MC,8,"R$ 21,47",0.7%,538,17/12/2019,09/10/2024,Obsoleto,2.7%,C (10% do valor),Promover com desconto controlado
1005,51,PPR AZUL JOELHO 90 110MM PC (10530),TUBO - PVC - PPR,TOP FUSION,5,"R$ 406,74",1.4%,434,16/05/2024,21/01/2025,Obsoleto,2.7%,B (20% do valor),Promover com desconto controlado
344,23,CPVC IND CAP/TAMPAO SCH80 SOLDAVEL  1/2 - IMP PC (16013),CONX - PVC - INDUSTRIAL,CEPEX,5,"R$ 31,22",0.3%,592,10/09/2024,16/08/2024,Alto,2.6%,C (10% do valor),Campanha comercial agressiva
1274,80,TE INOX 304/L SCH 10 2.1/2 - I.D. PC (12966),CONX - INOX - SOLDA TOPO,IMP.GIDEOLI,14,"R$ 742,98",1.6%,400,14/08/2023,24/02/2025,Obsoleto,2.6%,A (70% do valor),Promover com desconto controlado
839,53,MEIA LUVA A/C A105 3000L SW 1.1/2 PC (9168),CONX - CARBONO - ALTA PRESSAO,IMPORTADO,1,"R$ 20,49",0.1%,616,29/01/2024,23/07/2024,Alto,2.6%,C (10% do valor),Campanha comercial agressiva
528,60,FLANGE A/C CEGO RF ANSI B16.5 CL.150LBS ASTM A-105  4 - IMP PC (4086),CONX - CARBONO - FLANGES,GIDEOLI,3,"R$ 561,90",0.9%,491,02/12/2024,25/11/2024,Obsoleto,2.6%,B (20% do valor),Promover com desconto controlado
996,52,PPR AZUL CAP/TAMPAO 63MM PC (14663),TUBO - PVC - PPR,TOP FUSION,16,"R$ 243,43",0.8%,505,10/10/2023,11/11/2024,Obsoleto,2.6%,C (10% do valor),Promover com desconto controlado
1504,13,VALV.ESF.TRIP.WCB DIR.L 300  3/4 PP TR BSP -MGA PC (10423),VALV - ESFERA - WCB,MGA,2,"R$ 362,95",1.0%,477,14/11/2022,09/12/2024,Obsoleto,2.6%,C (10% do valor),Promover com desconto controlado
1414,54,UNIAO A/C A105 3000L A/I NPT 1 PC (8291),CONX - CARBONO - ALTA PRESSAO,IMPORTADO,1,"R$ 61,39",0.3%,581,22/10/2021,27/08/2024,Alto,2.6%,C (10% do valor),Campanha comercial agressiva
1062,78,REDUCAO A/C CONC.SCH 40 S/C ASTM A234 WPB  1 X 1/2 PC (2310),CONX - CARBONO - SOLDA TOPO,IMPORTADO,10,"R$ 63,34",0.2%,594,11/03/2024,14/08/2024,Alto,2.6%,C (10% do valor),Campanha comercial agressiva
715,6,INC-TAMPAO STORZ C/CORRENTE 2.1/2 ALUMINIO PC (4024),INCN - HIDRAULICA - METAIS,BELMAR,2,"R$ 54,30",1.7%,369,25/03/2022,27/03/2025,Obsoleto,2.6%,C (10% do valor),Promover com desconto controlado
743,13,JUNTA VEDACAO FLANGE PH GRAF.1/8 RF 150#  4 PC (7444),INDI - VEDACAO - JUNTAS,LGT,1,"R$ 8,73",0.2%,581,13/07/2023,27/08/2024,Alto,2.6%,C (10% do valor),Campanha comercial agressiva
606,30,FLANGE C/SEXTAVADO GALV. 1.1/2  - IMP PC (10510),CONX - FERRO MALEAVEL - IMPORTADAS,MECH,5,"R$ 70,49",0.6%,529,05/02/2019,18/10/2024,Obsoleto,2.6%,C (10% do valor),Promover com desconto controlado
635,26,FLANGE INOX 304/L SO RF ANSI B16.5 150LBS  2.1/2 PC (17587),CONX - INOX - FLANGES,IMPORTADO,2,"R$ 326,87",0.5%,537,11/09/2024,10/10/2024,Obsoleto,2.6%,C (10% do valor),Promover com desconto controlado
399,79,CURVA A/C 45 SCH 40 S/C ASTM A234 WPB  2 ID.PS PC (14482),CONX - CARBONO - SOLDA TOPO,IMP.GIDEOLI,4,"R$ 24,43",0.1%,601,15/12/2021,07/08/2024,Alto,2.5%,C (10% do valor),Campanha comercial agressiva
171,61,BUCHA RED.INOX 316 150#  1/2 X 3/8 BSP PC (6512),CONX - INOX - ROSCAVEL,IMPORTADO,8,"R$ 36,33",0.1%,589,28/12/2017,19/08/2024,Alto,2.5%,C (10% do valor),Campanha comercial agressiva
1298,150,TE PRETO CL 300# 1/2 NPT PC (2444),CONX - FERRO MALEAVEL - TUPY,TUPY,9,"R$ 228,18",1.0%,469,22/11/2023,17/12/2024,Obsoleto,2.5%,A (70% do valor),Promover com desconto controlado
1500,25,VALV.ESF.TRIP.CF8M S1000 1.1/2  SI PP TR BSP - MGA PC (6459),VALV - ESFERA - CF8,MGA,1,"R$ 304,91",1.0%,468,15/08/2023,18/12/2024,Obsoleto,2.5%,C (10% do valor),Promover com desconto controlado
702,24,INC-SINAL.FOTOL.PERIGO INFLAMAVEL 20 X 20 PC (7931),INCN - ACESSORIOS - SINALIZACAO,ALIEX,6,"R$ 16,63",0.9%,473,17/09/2016,13/12/2024,Obsoleto,2.5%,C (10% do valor),Promover com desconto controlado
1141,81,REDUCAO INOX 304 CONC.SCH 10  3 X 2.1/2 - I.D. PC (12924),CONX - INOX - SOLDA TOPO,IMP.GIDEOLI,16,"R$ 645,57",1.4%,403,18/12/2024,21/02/2025,Obsoleto,2.5%,A (70% do valor),Promover com desconto controlado
189,55,BUJAO A/C A105 3000L NPT 2 PC (3356),CONX - CARBONO - ALTA PRESSAO,IMPORTADO,3,"R$ 179,47",0.9%,477,07/06/2023,09/12/2024,Obsoleto,2.5%,B (20% do valor),Promover com desconto controlado
1477,6,VALV.ESF.MB LATAO MICRO 3/8 M-F BSP PN16 - MGA PC (5928),VALV - ESFERA - LATAO,MGA,1,"R$ 11,67",0.2%,573,09/03/2021,04/09/2024,Alto,2.5%,C (10% do valor),Campanha comercial agressiva
899,26,PARAF SEXT ZINC UNC 3/4 X 4 RP PC (6913),FIXA - PARAFUSOS - SEXTAVADO,BELENUS,2,"R$ 7,38",0.4%,544,10/11/2020,03/10/2024,Alto,2.5%,C (10% do valor),Campanha comercial agressiva
350,24,CPVC IND COLARINHO P/VALV.ESF.ROSCA NTP SCH80 2 PC (13615),CONX - PVC - INDUSTRIAL,CEPEX,3,"R$ 99,60",1.0%,463,16/11/2021,23/12/2024,Obsoleto,2.5%,C (10% do valor),Promover com desconto controlado
762,56,LUVA A/C A105 3000L NPT 1.1/2 PC (2813),CONX - CARBONO - ALTA PRESSAO,IMPORTADO,2,"R$ 70,87",0.3%,550,20/08/2020,27/09/2024,Alto,2.5%,C (10% do valor),Campanha comercial agressiva
1068,80,REDUCAO A/C CONC.SCH 40 S/C ASTM A234 WPB  2 X 1 PC (1845),CONX - CARBONO - SOLDA TOPO,IMPORTADO,7,"R$ 70,43",0.2%,575,29/01/2024,02/09/2024,Alto,2.5%,C (10% do valor),Campanha comercial agressiva
1201,62,TAMPAO INOX 304/L ROSCA 150LBS  3/4 BSP PC (10300),CONX - INOX - ROSCAVEL,IMPORTADO,14,"R$ 213,73",0.8%,474,18/11/2024,12/12/2024,Obsoleto,2.5%,B (20% do valor),Promover com desconto controlado
788,151,LUVA PRETA CL 300# 1 NPT PC (2449),CONX - FERRO MALEAVEL - TUPY,TUPY,2,"R$ 20,56",0.1%,581,22/09/2016,27/08/2024,Alto,2.5%,C (10% do valor),Campanha comercial agressiva
900,27,PARAF SEXT ZINC UNC 3/4 X 6.1/2 RP PC (1156),FIXA - PARAFUSOS - SEXTAVADO,BELENUS,3,"R$ 8,69",0.5%,523,08/11/2016,24/10/2024,Obsoleto,2.5%,C (10% do valor),Promover com desconto controlado
1088,81,REDUCAO A/C CONC.SCH 40 S/C ASTM A234 WPB  8 X 5 PC (2363),CONX - CARBONO - SOLDA TOPO,IMPORTADO,2,"R$ 222,03",0.6%,512,13/11/2024,04/11/2024,Obsoleto,2.5%,B (20% do valor),Promover com desconto controlado
546,61,FLANGE A/C CEGO RF ANSI B16.5 CL.300LBS ASTM A-105 6 - I.D. PC (17663),CONX - CARBONO - FLANGES,IMP.GIDEOLI,3,"R$ 712,12",1.2%,417,18/12/2024,07/02/2025,Obsoleto,2.5%,B (20% do valor),Promover com desconto controlado
218,82,CAP INOX 304/L SOLDA A403 SCH10   3/4 - I.D. PC (16830),CONX - INOX - SOLDA TOPO,IMP.GIDEOLI,43,"R$ 476,38",1.0%,440,19/03/2024,15/01/2025,Obsoleto,2.5%,B (20% do valor),Promover com desconto controlado
566,61,FLANGE A/C LISO RF DIN PN10  1 I.D.PS PC (14668),CONX - CARBONO - FLANGES,IMP.GIDEOLI,46,"R$ 790,68",1.3%,396,14/03/2022,28/02/2025,Obsoleto,2.5%,B (20% do valor),Promover com desconto controlado
416,53,"CURVA INOX 304 90GR OD  12,75MM - 1/2 X 1,50MM PE PC (14767)",CONX - INOX - SANITARIO,NACIONAL,10,"R$ 149,74",0.4%,525,23/10/2023,22/10/2024,Obsoleto,2.5%,C (10% do valor),Promover com desconto controlado
1136,83,REDUCAO INOX 304 CONC.SCH 10  2 X 1.1/4 IMP PC (14552),CONX - INOX - SOLDA TOPO,IMPORTADO,2,"R$ 71,49",0.2%,564,08/11/2023,13/09/2024,Alto,2.5%,C (10% do valor),Campanha comercial agressiva
1446,54,"UNIAO INOX SOLDA TC 304  19,50MM-3/4 PC (7264)",CONX - INOX - SANITARIO,IMPORTADO,8,"R$ 169,10",0.5%,515,15/10/2016,01/11/2024,Obsoleto,2.5%,C (10% do valor),Promover com desconto controlado
308,57,COTOVELO A/C 45GR A105 2000L NPT  1/2 ID PC (15057),CONX - CARBONO - ALTA PRESSAO,IMP.GIDEOLI,15,"R$ 162,98",0.8%,474,23/06/2022,12/12/2024,Obsoleto,2.4%,C (10% do valor),Promover com desconto controlado
54,27,ANEL DE BORRACHA PBA  75/85MM PC (140),CONX - PVC - ACESSORIOS,JCM,35,"R$ 50,82",1.3%,400,28/05/2020,24/02/2025,Obsoleto,2.4%,B (20% do valor),Promover com desconto controlado
547,62,FLANGE A/C CEGO RF ANSI B16.5 CL.300LBS ASTM A-105 8 PC (8307),CONX - CARBONO - FLANGES,GIDEOLI,1,"R$ 832,63",1.4%,377,23/10/2023,19/03/2025,Obsoleto,2.4%,B (20% do valor),Promover com desconto controlado
161,58,BUCHA RED.A/C A105 3000L NPT 2 X 3/4 I.D PC (15665),CONX - CARBONO - ALTA PRESSAO,IMP.GIDEOLI,14,"R$ 302,06",1.4%,370,07/06/2023,26/03/2025,Obsoleto,2.4%,B (20% do valor),Promover com desconto controlado
541,63,FLANGE A/C CEGO RF ANSI B16.5 CL.300LBS ASTM A-105 3 PC (17656),CONX - CARBONO - FLANGES,GIDEOLI,4,"R$ 492,63",0.8%,459,17/09/2024,27/12/2024,Obsoleto,2.4%,B (20% do valor),Promover com desconto controlado
400,82,CURVA A/C 45 SCH 40 S/C ASTM A234 WPB  5 I.D. PC (12539),CONX - CARBONO - SOLDA TOPO,IMP.GIDEOLI,11,"R$ 261,95",0.7%,484,03/06/2019,02/12/2024,Obsoleto,2.4%,B (20% do valor),Promover com desconto controlado
585,64,FLANGE A/C SO RF ANSI B16.5 CL.300LBS ASTM A-105  2.1/2 - IMP PC (2677),CONX - CARBONO - FLANGES,GIDEOLI,5,"R$ 326,96",0.6%,494,20/08/2024,22/11/2024,Obsoleto,2.4%,C (10% do valor),Promover com desconto controlado
939,84,PESTANA INOX 316/L SCH10 CURTA  1.1/2 PC (10770),CONX - INOX - SOLDA TOPO,NACIONAL,9,"R$ 177,36",0.4%,517,15/04/2024,30/10/2024,Obsoleto,2.4%,C (10% do valor),Promover com desconto controlado
836,59,MEIA LUVA A/C A105 3000L NPT 2.1/2 I.D PC (13870),CONX - CARBONO - ALTA PRESSAO,IMP.GIDEOLI,4,"R$ 130,06",0.6%,481,24/11/2020,05/12/2024,Obsoleto,2.4%,C (10% do valor),Promover com desconto controlado
1132,85,REDUCAO INOX 304 CONC.SCH 10   3/4 X 1/2 NAC PC (16568),CONX - INOX - SOLDA TOPO,IMPORTADO,1,"R$ 12,51",0.0%,566,23/10/2023,11/09/2024,Alto,2.4%,C (10% do valor),Campanha comercial agressiva
945,85,PESTANA INOX 316/L SCH10 LONGA MSSP-SP  1 NAC PC (6892),CONX - INOX - SOLDA TOPO,NACIONAL,3,"R$ 142,73",0.3%,526,22/01/2024,21/10/2024,Obsoleto,2.4%,C (10% do valor),Promover com desconto controlado
874,55,"NIPLE INOX 304 TC CURTO SOLDA  25,40MM-1 PC (7310)",CONX - INOX - SANITARIO,IMPORTADO,1,"R$ 6,27",0.0%,565,05/12/2019,12/09/2024,Alto,2.4%,C (10% do valor),Campanha comercial agressiva
444,86,CURVA INOX 316/L 90GR SOLDA A403 SCH10 1 PC (15859),CONX - INOX - SOLDA TOPO,NACIONAL,5,"R$ 123,38",0.3%,523,25/07/2024,24/10/2024,Obsoleto,2.4%,C (10% do valor),Promover com desconto controlado
835,60,MEIA LUVA A/C A105 3000L NPT 1.1/4 I.D PC (13868),CONX - CARBONO - ALTA PRESSAO,IMP.GIDEOLI,12,"R$ 170,45",0.8%,446,24/11/2020,09/01/2025,Obsoleto,2.4%,B (20% do valor),Promover com desconto controlado
1050,53,PPR VERM.INC. TE 75MM pc (9214),TUBO - PVC - PPR,TOP FUSION,1,"R$ 44,16",0.1%,540,04/10/2024,07/10/2024,Alto,2.3%,C (10% do valor),Campanha comercial agressiva
1119,83,REDUCAO A/C EXC.SCH 40 S/C ASTM A234 WPB  6 X 5 I.D. PC (14687),CONX - CARBONO - SOLDA TOPO,IMP.GIDEOLI,8,"R$ 445,96",1.1%,404,18/12/2024,20/02/2025,Obsoleto,2.3%,A (70% do valor),Promover com desconto controlado
932,87,PESTANA INOX 304/L SCH10 LONGA MSSP-SP  1 PC (10959),CONX - INOX - SOLDA TOPO,NACIONAL,1,"R$ 36,64",0.1%,550,03/05/2023,27/09/2024,Alto,2.3%,C (10% do valor),Campanha comercial agressiva
931,87,PESTANA INOX 304/L SCH10 LONGA MSSP-SP   3/4 PC (10053),CONX - INOX - SOLDA TOPO,NACIONAL,7,"R$ 222,77",0.5%,491,07/11/2022,25/11/2024,Obsoleto,2.3%,B (20% do valor),Promover com desconto controlado
930,88,PESTANA INOX 304/L SCH10 LONGA MSSP-SP   3/4 IMP PC (15164),CONX - INOX - SOLDA TOPO,IMPORTADO,2,"R$ 68,69",0.1%,538,11/07/2022,09/10/2024,Obsoleto,2.3%,C (10% do valor),Promover com desconto controlado
1203,63,TAMPAO INOX 304/L ROSCA 150LBS 1.1/2 BSP - I.D. PC (13158),CONX - INOX - ROSCAVEL,IMP.GIDEOLI,19,"R$ 224,88",0.9%,431,16/01/2020,24/01/2025,Obsoleto,2.3%,B (20% do valor),Promover com desconto controlado
220,89,CAP INOX 304/L SOLDA A403 SCH10  1 - I.D. PC (16831),CONX - INOX - SOLDA TOPO,IMP.GIDEOLI,42,"R$ 503,45",1.1%,397,19/03/2024,27/02/2025,Obsoleto,2.3%,B (20% do valor),Promover com desconto controlado
560,65,FLANGE A/C LISO RF ANSI B16.5 CL.150LBS ASTM A-105   3/4 - I.D.PS PC (12440),CONX - CARBONO - FLANGES,IMP.GIDEOLI,9,"R$ 89,52",0.1%,532,14/03/2022,15/10/2024,Obsoleto,2.3%,C (10% do valor),Promover com desconto controlado
576,65,FLANGE A/C LISO RF ROSCA BSP DIN PN10 1.1/2 PC (5392),CONX - CARBONO - FLANGES,GIDEOLI,6,"R$ 257,06",0.4%,491,14/01/2025,25/11/2024,Obsoleto,2.3%,C (10% do valor),Promover com desconto controlado
543,65,FLANGE A/C CEGO RF ANSI B16.5 CL.300LBS ASTM A-105 4 - IMP PC (4359),CONX - CARBONO - FLANGES,GIDEOLI,2,"R$ 383,08",0.7%,459,12/12/2023,27/12/2024,Obsoleto,2.3%,B (20% do valor),Promover com desconto controlado
371,152,CRUZETA PRETA 150# 3/4 NPT PC (7624),CONX - FERRO MALEAVEL - TUPY,TUPY,10,"R$ 291,89",1.2%,375,03/01/2023,21/03/2025,Obsoleto,2.3%,A (70% do valor),Promover com desconto controlado
1163,90,REDUCAO INOX 316L CONC.SCH 10 2.1/2 X 1.1/2 PC (11061),CONX - INOX - SOLDA TOPO,NACIONAL,1,"R$ 62,22",0.1%,526,25/07/2024,21/10/2024,Obsoleto,2.3%,C (10% do valor),Promover com desconto controlado
709,25,INC-SINAL.FOTOL.SAIDA EMERG.P/ESQUERDA PC (6622),INCN - ACESSORIOS - SINALIZACAO,ALIEX,6,"R$ 17,12",0.9%,410,26/12/2017,14/02/2025,Obsoleto,2.3%,C (10% do valor),Promover com desconto controlado
1187,61,TAMPAO A/C A105 3000L NPT 1.1/2 I.D PC (15073),CONX - CARBONO - ALTA PRESSAO,IMP.GIDEOLI,9,"R$ 245,40",1.2%,375,23/06/2022,21/03/2025,Obsoleto,2.3%,B (20% do valor),Promover com desconto controlado
1148,91,REDUCAO INOX 304 CONC.SCH 10  6 X 5 - I.D. PC (17654),CONX - INOX - SOLDA TOPO,IMP.GIDEOLI,4,"R$ 412,05",0.9%,414,18/12/2024,10/02/2025,Obsoleto,2.3%,B (20% do valor),Promover com desconto controlado
1085,84,REDUCAO A/C CONC.SCH 40 S/C ASTM A234 WPB  6 X 2.1/2 PC (3994),CONX - CARBONO - SOLDA TOPO,IMPORTADO,2,"R$ 131,39",0.3%,494,20/08/2024,22/11/2024,Obsoleto,2.2%,C (10% do valor),Promover com desconto controlado
1078,84,REDUCAO A/C CONC.SCH 40 S/C ASTM A234 WPB  3 X 1.1/2 PC (1923),CONX - CARBONO - SOLDA TOPO,IMPORTADO,5,"R$ 96,10",0.2%,505,12/09/2024,11/11/2024,Obsoleto,2.2%,C (10% do valor),Promover com desconto controlado
1156,92,REDUCAO INOX 304 EXC.SCH 10 2 X 1 PC (7001),CONX - INOX - SOLDA TOPO,IMPORTADO,3,"R$ 97,60",0.2%,510,11/09/2024,06/11/2024,Obsoleto,2.2%,C (10% do valor),Promover com desconto controlado
1463,37,VALV.DE ESCAPE RAPIDO 1/4 XQ170800 PC (14776),VALV - CONTROLE - SOLENOIDE,STNC,6,"R$ 329,06",1.1%,376,09/03/2022,20/03/2025,Obsoleto,2.2%,C (10% do valor),Promover com desconto controlado
841,64,MEIA LUVA INOX 304 ROSCA 150#  3/4 NPT PC (8012),CONX - INOX - ROSCAVEL,IMPORTADO,10,"R$ 120,59",0.5%,468,19/05/2023,18/12/2024,Obsoleto,2.2%,C (10% do valor),Promover com desconto controlado
296,153,COTOVELO 90R GALV.   3/4 X  3/8 - TUPY PC (3826),CONX - FERRO MALEAVEL - TUPY,TUPY,6,"R$ 10,98",0.1%,529,22/09/2016,18/10/2024,Obsoleto,2.2%,C (10% do valor),Promover com desconto controlado
601,31,FLANGE C/SEXTAVADO GALV.  3/4 - IMP PC (11088),CONX - FERRO MALEAVEL - IMPORTADAS,MECH,153,"R$ 107,13",0.9%,406,22/03/2017,18/02/2025,Obsoleto,2.2%,C (10% do valor),Promover com desconto controlado
158,62,BUCHA RED.A/C A105 3000L NPT 1 X 3/4 PC (2209),CONX - CARBONO - ALTA PRESSAO,IMPORTADO,2,"R$ 38,01",0.2%,510,10/04/2023,06/11/2024,Obsoleto,2.2%,C (10% do valor),Promover com desconto controlado
122,12,ATUADOR - QUADRADO MONTAGEM 17 X 11MM PC (17757),PNHD - PNEUMATICA - ATUADORES,DIV.,3,"R$ 36,09",0.3%,490,22/10/2024,26/11/2024,Obsoleto,2.2%,C (10% do valor),Promover com desconto controlado
1562,17,VALV.GLOBO WCB A105 800L INT/INOX NPT  3/4 - IMP. PC (10070),VALV - GLOBO - WCB,IMPORTADO,3,"R$ 700,36",0.9%,404,05/09/2024,20/02/2025,Obsoleto,2.2%,C (10% do valor),Promover com desconto controlado
299,32,COTOVELO 90R GALV. 1.1/2 X 1 - IMP PC (15801),CONX - FERRO MALEAVEL - IMPORTADAS,MECH,3,"R$ 51,69",0.4%,468,20/07/2022,18/12/2024,Obsoleto,2.2%,C (10% do valor),Promover com desconto controlado
1142,93,REDUCAO INOX 304 CONC.SCH 10  3 X 2.1/2 - I.D.PS PC (14818),CONX - INOX - SOLDA TOPO,IMP.GIDEOLI,5,"R$ 207,21",0.5%,468,14/03/2022,18/12/2024,Obsoleto,2.2%,B (20% do valor),Promover com desconto controlado
280,154,COTOVELO 90 GALV.   3/8 - TUPY PC (1909),CONX - FERRO MALEAVEL - TUPY,TUPY,16,"R$ 27,88",0.1%,512,22/09/2016,04/11/2024,Obsoleto,2.2%,C (10% do valor),Promover com desconto controlado
1202,65,TAMPAO INOX 304/L ROSCA 150LBS 1 BSP PC (10301),CONX - INOX - ROSCAVEL,IMPORTADO,2,"R$ 33,72",0.1%,512,03/05/2023,04/11/2024,Obsoleto,2.2%,C (10% do valor),Promover com desconto controlado
738,14,JUNTA VEDACAO FLANGE MET.ESPIRAL INOX/GRAFITE 300/600#  3/4 - ST PC (7505),INDI - VEDACAO - JUNTAS,LGT,3,"R$ 23,70",0.7%,432,25/10/2018,23/01/2025,Obsoleto,2.2%,C (10% do valor),Promover com desconto controlado
1082,85,REDUCAO A/C CONC.SCH 40 S/C ASTM A234 WPB  5 X 3 PC (2396),CONX - CARBONO - SOLDA TOPO,IMPORTADO,1,"R$ 21,25",0.1%,515,22/09/2016,01/11/2024,Obsoleto,2.2%,C (10% do valor),Promover com desconto controlado
1000,54,PPR AZUL JOELHO 45  20MM PC (14343),TUBO - PVC - PPR,TOP FUSION,29,"R$ 42,08",0.1%,497,21/11/2023,19/11/2024,Obsoleto,2.2%,C (10% do valor),Promover com desconto controlado
148,39,BOBINA SOLENOIDE AICA T-30  24VCC - PN 214001 9MM PC (10320),VALV - CONTROLE - SOLENOIDE,BGT/AICA,2,"R$ 75,38",0.3%,480,10/10/2016,06/12/2024,Obsoleto,2.2%,C (10% do valor),Promover com desconto controlado
63,56,"ANEL DE VEDACAO SMS VITON 50,80MM-2 PC (15246)",CONX - INOX - SANITARIO,NACIONAL,10,"R$ 180,65",0.5%,442,28/02/2025,13/01/2025,Obsoleto,2.2%,C (10% do valor),Promover com desconto controlado
141,12,"BARRA REDONDA ACO TREF 1045  25MM - 4,11kg/mt LTb KG (13529)",FERR - CARBONO - BARRAS,NACIONAL,4,"R$ 43,72",0.7%,421,31/01/2025,03/02/2025,Obsoleto,2.1%,C (10% do valor),Promover com desconto controlado
209,86,CAP A/C SCH40 A234 WPB B16.9  3 PC (515),CONX - CARBONO - SOLDA TOPO,IMPORTADO,9,"R$ 161,36",0.4%,449,03/05/2023,06/01/2025,Obsoleto,2.1%,C (10% do valor),Promover com desconto controlado
1069,87,REDUCAO A/C CONC.SCH 40 S/C ASTM A234 WPB  2 X 1.1/4 PC (2254),CONX - CARBONO - SOLDA TOPO,IMPORTADO,7,"R$ 75,09",0.2%,475,13/02/2025,11/12/2024,Obsoleto,2.1%,C (10% do valor),Promover com desconto controlado
581,66,FLANGE A/C SO RF ANSI B16.5 CL.300LBS ASTM A-105   3/4 - I.D. PC (15663),CONX - CARBONO - FLANGES,IMP.GIDEOLI,24,"R$ 263,64",0.5%,439,07/06/2023,16/01/2025,Obsoleto,2.1%,C (10% do valor),Promover com desconto controlado
1070,88,REDUCAO A/C CONC.SCH 40 S/C ASTM A234 WPB  2 X 3/4 I.D. PC (12494),CONX - CARBONO - SOLDA TOPO,IMP.GIDEOLI,21,"R$ 195,87",0.5%,431,08/07/2021,24/01/2025,Obsoleto,2.1%,B (20% do valor),Promover com desconto controlado
1143,94,REDUCAO INOX 304 CONC.SCH 10  3 X 2.1/2 PC (5815),CONX - INOX - SOLDA TOPO,IMPORTADO,1,"R$ 53,22",0.1%,484,08/09/2021,02/12/2024,Obsoleto,2.1%,C (10% do valor),Promover com desconto controlado
1112,89,REDUCAO A/C EXC.SCH 40 S/C ASTM A234 WPB  1.1/2 X 3/4 I.D. PC (17672),CONX - CARBONO - SOLDA TOPO,IMP.GIDEOLI,19,"R$ 150,40",0.4%,440,18/12/2024,15/01/2025,Obsoleto,2.1%,C (10% do valor),Promover com desconto controlado
215,89,CAP A/C SCH80 A234 WPB B16.9  1.1/4 PC (410),CONX - CARBONO - SOLDA TOPO,IMPORTADO,1,"R$ 6,50",0.0%,490,28/08/2023,26/11/2024,Obsoleto,2.1%,C (10% do valor),Promover com desconto controlado
1007,55,PPR AZUL JOELHO MISTO 90 25MM X 3/4 PC (14348),TUBO - PVC - PPR,TOP FUSION,11,"R$ 145,62",0.5%,417,22/06/2021,07/02/2025,Obsoleto,2.0%,C (10% do valor),Promover com desconto controlado
1076,90,REDUCAO A/C CONC.SCH 40 S/C ASTM A234 WPB  2.1/2 X 2 PC (1656),CONX - CARBONO - SOLDA TOPO,IMPORTADO,5,"R$ 82,98",0.2%,459,24/09/2024,27/12/2024,Obsoleto,2.0%,C (10% do valor),Promover com desconto controlado
1083,91,REDUCAO A/C CONC.SCH 40 S/C ASTM A234 WPB  6 X 2 I.D.PS PC (14467),CONX - CARBONO - SOLDA TOPO,IMP.GIDEOLI,3,"R$ 274,78",0.7%,385,15/12/2021,11/03/2025,Obsoleto,2.0%,B (20% do valor),Promover com desconto controlado
152,40,BOBINA SOLENOIDE GENEBRE 4808 8W 220V  50/60HZ PC (822),VALV - CONTROLE - SOLENOIDE,GENEBRE,4,"R$ 46,70",0.2%,460,10/10/2016,26/12/2024,Obsoleto,2.0%,C (10% do valor),Promover com desconto controlado
1075,91,REDUCAO A/C CONC.SCH 40 S/C ASTM A234 WPB  2.1/2 X 2 I.D.PS PC (14863),CONX - CARBONO - SOLDA TOPO,IMP.GIDEOLI,2,"R$ 29,68",0.1%,474,14/03/2022,12/12/2024,Obsoleto,2.0%,C (10% do valor),Promover com desconto controlado
1231,92,TE A/C C/C SCH 40 WPB B16.9   3/4 PC (1913),CONX - CARBONO - SOLDA TOPO,IMPORTADO,3,"R$ 18,93",0.1%,475,22/09/2016,11/12/2024,Obsoleto,2.0%,C (10% do valor),Promover com desconto controlado
433,95,CURVA INOX 304/L 90GR SOLDA A403 SCH10   1/2 - IMP PC (136),CONX - INOX - SOLDA TOPO,IMPORTADO,3,"R$ 37,18",0.1%,468,07/03/2025,18/12/2024,Obsoleto,2.0%,C (10% do valor),Promover com desconto controlado
742,15,JUNTA VEDACAO FLANGE PH GRAF.1/8 RF 150#   1/2 PC (16543),INDI - VEDACAO - JUNTAS,LGT,6,"R$ 13,06",0.4%,424,24/10/2023,31/01/2025,Obsoleto,2.0%,C (10% do valor),Promover com desconto controlado
1244,93,TE A/C S/C SCH 80 A234 WPB 2.1/2 I.D PC (16235),CONX - CARBONO - SOLDA TOPO,IMP.GIDEOLI,9,"R$ 301,37",0.8%,370,12/12/2023,26/03/2025,Obsoleto,2.0%,B (20% do valor),Promover com desconto controlado
1200,66,TAMPAO INOX 304/L ROSCA 150LBS  1/2 BSP PC (9999),CONX - INOX - ROSCAVEL,IMPORTADO,9,"R$ 80,17",0.3%,427,19/02/2024,28/01/2025,Obsoleto,2.0%,C (10% do valor),Promover com desconto controlado
